state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
5.0,121.0,b'408',2254.0,b'0',b'1',30.0,198.4,129.0,33.73,75.3,77.0,6.4,181.2,77.0,8.15,5.8,3.0,1.57,b'3',1
45.0,150.0,b'415',757.0,b'0',b'1',29.0,235.8,91.0,40.09,202.8,84.0,17.24,246.3,81.0,11.08,11.9,4.0,3.21,b'1',0
28.0,57.0,b'415',1199.0,b'1',b'0',0.0,227.4,94.0,38.66,146.4,115.0,12.44,211.4,92.0,9.51,8.3,5.0,2.24,b'1',0
39.0,112.0,b'415',4112.0,b'0',b'0',0.0,168.6,102.0,28.66,298.0,117.0,25.33,194.7,110.0,8.76,9.8,5.0,2.65,b'1',0
9.0,100.0,b'415',879.0,b'0',b'0',0.0,303.0,93.0,51.51,175.6,89.0,14.93,135.2,102.0,6.08,10.4,5.0,2.81,b'1',1
42.0,53.0,b'510',3782.0,b'0',b'0',0.0,100.2,85.0,17.03,213.8,90.0,18.17,299.8,67.0,13.49,7.7,4.0,2.08,b'3',0
47.0,121.0,b'510',2619.0,b'0',b'0',0.0,255.1,93.0,43.37,266.9,97.0,22.69,197.7,118.0,8.9,8.8,3.0,2.38,b'3',1
14.0,110.0,b'408',2037.0,b'0',b'0',0.0,74.5,117.0,12.67,200.8,98.0,17.07,192.2,101.0,8.65,9.8,7.0,2.65,b'3',0
35.0,135.0,b'510',4158.0,b'0',b'0',0.0,112.7,123.0,19.16,280.0,90.0,23.8,251.9,110.0,11.34,10.4,2.0,2.81,b'0',0
39.0,113.0,b'415',4621.0,b'0',b'0',0.0,90.6,130.0,15.4,170.6,100.0,14.5,137.4,74.0,6.18,5.4,9.0,1.46,b'1',0
6.0,94.0,b'415',1346.0,b'0',b'0',0.0,200.2,113.0,34.03,128.9,116.0,10.96,278.9,109.0,12.55,10.4,5.0,2.81,b'0',0
24.0,85.0,b'510',2907.0,b'0',b'0',0.0,165.8,96.0,28.19,190.0,141.0,16.15,144.0,116.0,6.48,10.9,3.0,2.94,b'5',1
31.0,125.0,b'415',4167.0,b'0',b'0',0.0,182.3,64.0,30.99,139.8,121.0,11.88,171.6,96.0,7.72,11.6,7.0,3.13,b'2',0
33.0,77.0,b'415',2663.0,b'0',b'0',0.0,142.3,112.0,24.19,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1.0,2.67,b'1',0
40.0,142.0,b'510',3556.0,b'0',b'0',0.0,204.2,98.0,34.71,188.9,85.0,16.06,231.2,136.0,10.4,6.5,6.0,1.76,b'1',0
40.0,107.0,b'415',2138.0,b'0',b'0',0.0,206.9,79.0,35.17,262.4,117.0,22.3,149.3,69.0,6.72,10.7,3.0,2.89,b'0',0
33.0,93.0,b'408',419.0,b'0',b'0',0.0,114.3,100.0,19.43,221.1,103.0,18.79,126.3,88.0,5.68,10.9,9.0,2.94,b'0',0
43.0,136.0,b'408',427.0,b'0',b'0',0.0,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106.0,11.59,10.1,8.0,2.73,b'1',1
32.0,21.0,b'415',390.0,b'0',b'1',19.0,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,b'3',0
1.0,100.0,b'415',1216.0,b'0',b'1',26.0,197.7,80.0,33.61,232.6,83.0,19.77,196.7,120.0,8.85,12.0,5.0,3.24,b'1',0
22.0,134.0,b'415',2225.0,b'0',b'1',41.0,162.0,82.0,27.54,324.7,77.0,27.6,160.1,112.0,7.2,11.9,5.0,3.21,b'0',0
5.0,81.0,b'408',2357.0,b'0',b'0',0.0,115.3,99.0,19.6,224.7,117.0,19.1,152.5,98.0,6.86,18.0,2.0,4.86,b'1',0
28.0,105.0,b'415',2056.0,b'0',b'1',23.0,193.5,85.0,32.9,220.2,90.0,18.72,272.4,111.0,12.26,8.5,5.0,2.3,b'0',0
34.0,125.0,b'415',2087.0,b'0',b'0',0.0,233.3,65.0,39.66,209.8,93.0,17.83,210.6,109.0,9.48,9.1,4.0,2.46,b'1',0
23.0,84.0,b'415',305.0,b'0',b'0',0.0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104.0,9.8,9.8,3.0,2.65,b'1',0
50.0,58.0,b'510',1407.0,b'0',b'0',0.0,210.1,126.0,35.72,248.9,108.0,21.16,158.6,88.0,7.14,14.4,2.0,3.89,b'4',0
34.0,67.0,b'408',4074.0,b'0',b'1',36.0,115.6,111.0,19.65,237.7,94.0,20.2,169.9,103.0,7.65,9.9,12.0,2.67,b'2',0
16.0,124.0,b'415',1757.0,b'0',b'0',0.0,94.8,102.0,16.12,238.9,91.0,20.31,279.4,94.0,12.57,11.6,3.0,3.13,b'2',0
23.0,109.0,b'408',4597.0,b'0',b'0',0.0,162.6,138.0,27.64,154.0,109.0,13.09,209.7,118.0,9.44,11.5,4.0,3.11,b'0',0
22.0,81.0,b'415',4253.0,b'0',b'0',0.0,153.5,99.0,26.1,197.6,102.0,16.8,198.5,86.0,8.93,6.3,2.0,1.7,b'2',0
37.0,99.0,b'408',1363.0,b'0',b'0',0.0,256.4,44.0,43.59,214.5,105.0,18.23,233.7,75.0,10.52,7.9,1.0,2.13,b'3',1
35.0,29.0,b'408',3936.0,b'0',b'0',0.0,196.8,81.0,33.46,168.0,110.0,14.28,132.6,98.0,5.97,12.7,7.0,3.43,b'2',0
34.0,148.0,b'408',539.0,b'0',b'0',0.0,236.5,84.0,40.21,236.0,95.0,20.06,228.6,124.0,10.29,8.3,6.0,2.24,b'2',0
36.0,78.0,b'510',4918.0,b'0',b'0',0.0,140.0,84.0,23.8,216.8,73.0,18.43,224.5,102.0,10.1,9.0,6.0,2.43,b'2',0
6.0,110.0,b'415',3735.0,b'0',b'0',0.0,251.3,91.0,42.72,207.2,95.0,17.61,249.0,70.0,11.21,12.9,2.0,3.48,b'1',1
5.0,107.0,b'415',473.0,b'0',b'0',0.0,204.5,108.0,34.77,162.4,110.0,13.8,155.0,102.0,6.98,13.4,1.0,3.62,b'3',0
41.0,140.0,b'415',1166.0,b'0',b'0',0.0,191.8,67.0,32.61,261.1,52.0,22.19,252.7,112.0,11.37,10.8,3.0,2.92,b'6',0
18.0,137.0,b'408',3793.0,b'0',b'0',0.0,151.8,90.0,25.81,229.6,68.0,19.52,171.8,122.0,7.73,10.8,5.0,2.92,b'2',0
45.0,76.0,b'510',1530.0,b'0',b'1',33.0,189.7,66.0,32.25,212.8,65.0,18.09,165.7,108.0,7.46,10.0,5.0,2.7,b'1',0
31.0,138.0,b'408',1665.0,b'0',b'0',0.0,241.8,93.0,41.11,170.5,83.0,14.49,295.3,104.0,13.29,11.8,7.0,3.19,b'3',0
43.0,50.0,b'510',3552.0,b'0',b'0',0.0,188.9,94.0,32.11,203.9,104.0,17.33,151.8,124.0,6.83,11.6,8.0,3.13,b'3',0
23.0,76.0,b'415',2590.0,b'0',b'0',0.0,168.4,74.0,28.63,161.0,83.0,13.69,147.4,117.0,6.63,8.0,4.0,2.16,b'1',0
49.0,104.0,b'415',1448.0,b'0',b'0',0.0,225.9,123.0,38.4,162.8,106.0,13.84,272.1,85.0,12.24,10.1,4.0,2.73,b'1',0
50.0,107.0,b'510',4441.0,b'0',b'1',31.0,160.3,45.0,27.25,221.5,70.0,18.83,261.6,109.0,11.77,5.6,1.0,1.51,b'1',0
8.0,12.0,b'415',4122.0,b'0',b'0',0.0,206.1,105.0,35.04,246.6,104.0,20.96,254.6,83.0,11.46,12.1,7.0,3.27,b'2',0
38.0,92.0,b'408',662.0,b'0',b'1',28.0,151.1,90.0,25.69,194.8,79.0,16.56,239.2,114.0,10.76,10.0,3.0,2.7,b'1',0
12.0,52.0,b'510',2726.0,b'0',b'1',24.0,229.1,86.0,38.95,168.7,124.0,14.34,245.4,75.0,11.04,14.6,2.0,3.94,b'1',0
18.0,150.0,b'415',2800.0,b'0',b'0',0.0,136.6,112.0,23.22,209.4,81.0,17.8,161.1,78.0,7.25,12.2,2.0,3.29,b'4',1
12.0,81.0,b'510',2080.0,b'0',b'0',0.0,192.4,79.0,32.71,212.7,106.0,18.08,244.8,83.0,11.02,8.3,5.0,2.24,b'1',0
25.0,68.0,b'415',667.0,b'0',b'0',0.0,94.1,93.0,16.0,147.6,80.0,12.55,213.5,85.0,9.61,10.1,2.0,2.73,b'0',0
38.0,128.0,b'408',1377.0,b'1',b'0',0.0,245.2,112.0,41.68,101.5,101.0,8.63,152.3,116.0,6.85,10.7,5.0,2.89,b'0',0
17.0,71.0,b'510',3963.0,b'0',b'1',22.0,141.4,107.0,24.04,163.0,105.0,13.86,220.0,99.0,9.9,5.6,3.0,1.51,b'2',0
24.0,15.0,b'415',4779.0,b'0',b'0',0.0,135.2,101.0,22.98,152.5,79.0,12.96,224.8,83.0,10.12,8.4,5.0,2.27,b'2',0
35.0,123.0,b'408',3608.0,b'0',b'1',39.0,270.4,99.0,45.97,245.1,110.0,20.83,108.9,113.0,4.9,15.4,7.0,4.16,b'1',0
18.0,117.0,b'408',425.0,b'0',b'0',0.0,184.5,97.0,31.37,351.6,80.0,29.89,215.8,90.0,9.71,8.7,4.0,2.35,b'1',0
21.0,79.0,b'415',4642.0,b'0',b'0',0.0,213.6,110.0,36.31,234.9,121.0,19.97,229.6,157.0,10.33,8.8,3.0,2.38,b'2',0
31.0,48.0,b'510',4263.0,b'0',b'1',22.0,152.0,63.0,25.84,258.8,131.0,22.0,263.2,109.0,11.84,15.7,5.0,4.24,b'2',1
19.0,40.0,b'408',1266.0,b'0',b'1',31.0,224.7,69.0,38.2,134.5,81.0,11.43,120.3,104.0,5.41,7.5,5.0,2.03,b'1',1
0.0,71.0,b'510',227.0,b'0',b'0',0.0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,8.6,14.9,4.0,4.02,b'3',0
22.0,65.0,b'415',1883.0,b'0',b'0',0.0,211.3,120.0,35.92,162.6,122.0,13.82,134.7,118.0,6.06,13.2,5.0,3.56,b'3',0
16.0,110.0,b'415',2214.0,b'1',b'1',27.0,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2.0,2.24,b'1',1
37.0,138.0,b'415',2969.0,b'1',b'1',28.0,211.2,117.0,35.9,312.5,98.0,26.56,178.0,118.0,8.01,10.7,2.0,2.89,b'3',1
40.0,41.0,b'415',218.0,b'0',b'0',0.0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3.0,2.32,b'1',0
15.0,101.0,b'415',266.0,b'0',b'1',42.0,209.2,82.0,35.56,159.7,74.0,13.57,181.6,100.0,8.17,9.5,3.0,2.57,b'0',0
50.0,78.0,b'415',3768.0,b'0',b'0',0.0,147.1,80.0,25.01,199.7,100.0,16.97,160.7,106.0,7.23,13.7,7.0,3.7,b'0',0
26.0,95.0,b'510',3509.0,b'0',b'0',0.0,156.6,88.0,26.62,247.6,75.0,21.05,192.3,115.0,8.65,12.3,5.0,3.32,b'3',0
0.0,112.0,b'510',1857.0,b'0',b'0',0.0,172.7,112.0,29.36,244.5,83.0,20.78,242.3,68.0,10.9,4.1,1.0,1.11,b'0',0
49.0,127.0,b'510',4551.0,b'0',b'0',0.0,224.3,112.0,38.13,185.7,103.0,15.78,159.4,83.0,7.17,10.0,1.0,2.7,b'2',0
34.0,131.0,b'408',4190.0,b'1',b'0',0.0,122.3,83.0,20.79,118.8,94.0,10.1,147.9,95.0,6.66,13.7,3.0,3.7,b'3',1
43.0,104.0,b'415',2667.0,b'0',b'0',0.0,261.2,81.0,44.4,209.1,130.0,17.77,281.1,121.0,12.65,11.3,1.0,3.05,b'2',1
1.0,88.0,b'415',1306.0,b'0',b'0',0.0,181.9,90.0,30.92,151.5,87.0,12.88,143.0,100.0,6.44,7.5,3.0,2.03,b'1',0
0.0,94.0,b'415',487.0,b'0',b'0',0.0,261.3,89.0,44.42,152.4,139.0,12.95,120.2,124.0,5.41,10.5,2.0,2.84,b'0',0
6.0,40.0,b'510',1772.0,b'1',b'0',0.0,220.8,100.0,37.54,265.7,106.0,22.58,212.8,94.0,9.58,6.4,3.0,1.73,b'0',0
23.0,46.0,b'415',1505.0,b'0',b'0',0.0,214.1,72.0,36.4,164.4,104.0,13.97,177.5,113.0,7.99,8.2,3.0,2.21,b'2',0
49.0,48.0,b'408',4252.0,b'0',b'0',0.0,275.2,67.0,46.78,180.2,108.0,15.32,159.0,110.0,7.15,7.9,2.0,2.13,b'1',0
15.0,84.0,b'510',4150.0,b'0',b'0',0.0,233.9,76.0,39.76,153.2,96.0,13.02,228.0,82.0,10.26,12.8,5.0,3.46,b'3',0
1.0,115.0,b'510',3298.0,b'0',b'1',14.0,192.3,86.0,32.69,88.7,90.0,7.54,229.4,120.0,10.32,10.5,3.0,2.84,b'2',0
20.0,61.0,b'415',2230.0,b'0',b'0',0.0,260.0,123.0,44.2,210.5,127.0,17.89,234.7,70.0,10.56,9.0,3.0,2.43,b'1',1
3.0,158.0,b'510',1817.0,b'0',b'0',0.0,205.2,97.0,34.88,240.6,77.0,20.45,79.7,108.0,3.59,14.4,12.0,3.89,b'0',0
44.0,81.0,b'415',4216.0,b'0',b'1',24.0,130.1,117.0,22.12,196.0,61.0,16.66,139.3,123.0,6.27,11.4,5.0,3.08,b'0',0
33.0,125.0,b'510',454.0,b'0',b'0',0.0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92.0,10.95,10.9,7.0,2.94,b'0',0
13.0,108.0,b'415',4771.0,b'0',b'0',0.0,221.8,105.0,37.71,108.2,107.0,9.2,207.1,87.0,9.32,12.1,3.0,3.27,b'2',0
46.0,38.0,b'415',4692.0,b'0',b'0',0.0,137.8,86.0,23.43,286.3,76.0,24.34,167.0,77.0,7.52,14.1,3.0,3.81,b'2',0
20.0,189.0,b'415',4409.0,b'0',b'1',30.0,155.2,116.0,26.38,195.5,50.0,16.62,170.1,108.0,7.65,15.4,6.0,4.16,b'1',0
29.0,89.0,b'415',4906.0,b'0',b'1',29.0,163.5,80.0,27.8,274.8,136.0,23.36,381.9,147.0,17.19,7.5,5.0,2.03,b'2',0
16.0,73.0,b'408',2994.0,b'0',b'0',0.0,194.8,112.0,33.12,167.2,85.0,14.21,100.3,61.0,4.51,10.8,6.0,2.92,b'1',0
34.0,98.0,b'408',3978.0,b'0',b'0',0.0,171.7,99.0,29.19,174.8,87.0,14.86,189.6,130.0,8.53,7.8,6.0,2.11,b'1',0
19.0,126.0,b'408',2798.0,b'0',b'1',24.0,58.9,125.0,10.01,305.5,90.0,25.97,158.9,73.0,7.15,12.1,6.0,3.27,b'0',0
31.0,112.0,b'510',1760.0,b'0',b'1',22.0,244.7,104.0,41.6,203.1,88.0,17.26,222.0,84.0,9.99,7.4,6.0,2.0,b'0',0
37.0,25.0,b'408',4987.0,b'0',b'0',0.0,178.8,90.0,30.4,141.2,72.0,12.0,203.0,99.0,9.14,8.4,5.0,2.27,b'2',0
31.0,82.0,b'415',1273.0,b'0',b'1',33.0,247.4,106.0,42.06,167.1,110.0,14.2,207.6,113.0,9.34,6.8,1.0,1.84,b'5',0
27.0,98.0,b'510',828.0,b'0',b'0',0.0,167.0,60.0,28.39,125.1,65.0,10.63,262.5,100.0,11.81,8.9,2.0,2.4,b'1',0
24.0,86.0,b'415',3002.0,b'0',b'0',0.0,83.5,96.0,14.2,221.1,63.0,18.79,349.7,75.0,15.74,12.6,3.0,3.4,b'0',0
44.0,190.0,b'415',3733.0,b'0',b'1',22.0,166.5,93.0,28.31,183.0,92.0,15.56,121.0,102.0,5.44,8.5,3.0,2.3,b'0',0
24.0,84.0,b'415',4188.0,b'0',b'1',35.0,207.5,138.0,35.28,201.0,116.0,17.09,164.5,107.0,7.4,7.5,16.0,2.03,b'4',0
18.0,103.0,b'415',1543.0,b'0',b'0',0.0,222.9,129.0,37.89,205.0,87.0,17.43,141.3,99.0,6.36,9.9,2.0,2.67,b'1',0
5.0,156.0,b'408',1937.0,b'0',b'0',0.0,150.5,106.0,25.59,152.9,112.0,13.0,215.9,86.0,9.72,3.5,3.0,0.95,b'1',0
10.0,101.0,b'415',2919.0,b'0',b'1',33.0,200.1,108.0,34.02,188.9,122.0,16.06,205.1,90.0,9.23,15.5,4.0,4.19,b'0',0
30.0,120.0,b'510',3538.0,b'0',b'1',43.0,177.9,117.0,30.24,175.1,70.0,14.88,161.3,117.0,7.26,11.5,4.0,3.11,b'1',0
22.0,112.0,b'510',4879.0,b'0',b'0',0.0,243.4,77.0,41.38,182.1,97.0,15.48,259.2,94.0,11.66,12.8,2.0,3.46,b'1',0
19.0,80.0,b'510',81.0,b'0',b'0',0.0,149.8,123.0,25.47,276.3,75.0,23.49,241.4,75.0,10.86,10.9,7.0,2.94,b'2',0
13.0,92.0,b'415',3485.0,b'0',b'0',0.0,197.2,113.0,33.52,242.3,116.0,20.6,192.0,76.0,8.64,11.0,5.0,2.97,b'2',0
41.0,56.0,b'415',1194.0,b'0',b'0',0.0,79.3,115.0,13.48,159.0,64.0,13.52,245.7,99.0,11.06,10.1,4.0,2.73,b'1',0
48.0,120.0,b'415',4577.0,b'0',b'1',29.0,244.3,140.0,41.53,322.3,89.0,27.4,166.8,83.0,7.51,10.6,6.0,2.86,b'0',0
27.0,85.0,b'510',4021.0,b'0',b'0',0.0,183.4,111.0,31.18,168.8,98.0,14.35,199.7,97.0,8.99,9.9,4.0,2.67,b'4',0
2.0,99.0,b'408',778.0,b'0',b'1',21.0,180.2,97.0,30.63,167.7,47.0,14.25,203.1,84.0,9.14,14.6,5.0,3.94,b'2',0
21.0,119.0,b'510',867.0,b'0',b'0',0.0,73.7,66.0,12.53,160.5,132.0,13.64,214.2,67.0,9.64,13.0,6.0,3.51,b'3',0
29.0,124.0,b'510',1711.0,b'0',b'0',0.0,191.3,134.0,32.52,261.5,113.0,22.23,182.3,111.0,8.2,10.0,3.0,2.7,b'1',0
41.0,142.0,b'408',1794.0,b'0',b'1',20.0,214.3,126.0,36.43,250.1,102.0,21.26,189.7,116.0,8.54,10.6,4.0,2.86,b'4',0
38.0,28.0,b'415',364.0,b'0',b'0',0.0,168.2,87.0,28.59,161.7,92.0,13.74,192.4,112.0,8.66,10.1,3.0,2.73,b'3',0
36.0,103.0,b'510',3170.0,b'0',b'0',0.0,267.0,97.0,45.39,204.3,151.0,17.37,246.9,67.0,11.11,11.3,7.0,3.05,b'1',1
13.0,82.0,b'415',4244.0,b'0',b'0',0.0,266.9,83.0,45.37,229.7,74.0,19.52,251.7,99.0,11.33,11.0,6.0,2.97,b'3',1
43.0,71.0,b'415',2547.0,b'0',b'1',39.0,183.2,103.0,31.14,209.4,111.0,17.8,172.4,109.0,7.76,11.9,6.0,3.21,b'1',0
40.0,77.0,b'415',4615.0,b'0',b'0',0.0,175.8,116.0,29.89,156.2,125.0,13.28,237.4,106.0,10.68,5.0,4.0,1.35,b'0',0
36.0,112.0,b'415',0.0,b'0',b'0',0.0,166.0,79.0,28.22,74.6,100.0,6.34,247.9,74.0,11.16,6.3,7.0,1.7,b'0',0
49.0,124.0,b'415',875.0,b'0',b'0',0.0,312.0,112.0,53.04,180.0,109.0,15.3,168.6,94.0,7.59,12.8,4.0,3.46,b'1',1
25.0,92.0,b'510',1697.0,b'0',b'1',27.0,233.6,126.0,39.71,152.9,94.0,13.0,262.1,95.0,11.79,12.8,4.0,3.46,b'1',0
32.0,232.0,b'408',3098.0,b'0',b'0',0.0,165.6,104.0,28.15,195.9,115.0,16.65,118.3,77.0,5.32,11.8,3.0,3.19,b'1',0
6.0,199.0,b'415',3444.0,b'0',b'1',34.0,230.6,121.0,39.2,219.4,99.0,18.65,299.3,94.0,13.47,8.0,2.0,2.16,b'0',0
49.0,160.0,b'408',1500.0,b'0',b'1',37.0,179.8,104.0,30.57,144.8,115.0,12.31,209.1,89.0,9.41,11.1,8.0,3.0,b'3',0
10.0,131.0,b'408',2787.0,b'0',b'0',0.0,197.0,79.0,33.49,201.0,114.0,17.09,151.2,111.0,6.8,11.6,5.0,3.13,b'1',0
49.0,44.0,b'510',4832.0,b'0',b'0',0.0,228.1,121.0,38.78,276.5,79.0,23.5,279.8,77.0,12.59,9.9,5.0,2.67,b'2',1
43.0,72.0,b'415',2715.0,b'1',b'0',0.0,286.1,101.0,48.64,306.1,94.0,26.02,232.8,89.0,10.48,10.3,1.0,2.78,b'4',1
40.0,73.0,b'415',915.0,b'0',b'0',0.0,203.3,45.0,34.56,141.9,87.0,12.06,200.7,71.0,9.03,8.5,6.0,2.3,b'0',0
35.0,106.0,b'415',1929.0,b'0',b'0',0.0,158.6,112.0,26.96,220.0,114.0,18.7,252.9,106.0,11.38,9.1,3.0,2.46,b'0',0
38.0,54.0,b'415',3757.0,b'0',b'0',0.0,230.2,89.0,39.13,148.7,110.0,12.64,255.6,139.0,11.5,8.1,3.0,2.19,b'4',0
37.0,80.0,b'415',3356.0,b'0',b'0',0.0,161.1,99.0,27.39,198.8,81.0,16.9,228.4,116.0,10.28,10.6,4.0,2.86,b'1',0
30.0,54.0,b'510',1362.0,b'0',b'0',0.0,210.5,102.0,35.79,204.5,83.0,17.38,127.8,53.0,5.75,8.5,5.0,2.3,b'1',0
6.0,95.0,b'415',3395.0,b'0',b'0',0.0,198.4,113.0,33.73,235.9,144.0,20.05,325.6,99.0,14.65,10.1,3.0,2.73,b'0',0
6.0,34.0,b'510',3252.0,b'0',b'1',26.0,193.4,91.0,32.88,198.3,94.0,16.86,257.2,94.0,11.57,9.5,5.0,2.57,b'2',0
6.0,96.0,b'415',3137.0,b'0',b'1',37.0,172.7,93.0,29.36,120.1,116.0,10.21,216.1,86.0,9.72,10.3,5.0,2.78,b'5',1
27.0,161.0,b'415',3493.0,b'0',b'0',0.0,322.3,100.0,54.79,230.4,135.0,19.58,241.5,104.0,10.87,7.8,5.0,2.11,b'2',1
9.0,91.0,b'510',3161.0,b'1',b'1',24.0,93.5,112.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3.0,2.67,b'0',0
45.0,133.0,b'408',2988.0,b'0',b'1',39.0,239.9,107.0,40.78,253.8,77.0,21.57,128.7,85.0,5.79,6.7,3.0,1.81,b'5',0
33.0,144.0,b'415',2495.0,b'1',b'0',0.0,150.0,69.0,25.5,285.9,73.0,24.3,190.6,121.0,8.58,9.4,15.0,2.54,b'0',0
23.0,142.0,b'510',1502.0,b'0',b'1',40.0,237.4,105.0,40.36,175.9,93.0,14.95,210.3,110.0,9.46,9.2,3.0,2.48,b'3',0
23.0,96.0,b'408',2808.0,b'1',b'0',0.0,188.8,119.0,32.1,216.9,100.0,18.44,208.5,116.0,9.38,5.8,3.0,1.57,b'3',0
40.0,137.0,b'510',2136.0,b'0',b'0',0.0,109.8,112.0,18.67,223.5,88.0,19.0,247.5,96.0,11.14,17.8,2.0,4.81,b'1',0
41.0,122.0,b'415',4177.0,b'1',b'1',40.0,216.4,80.0,36.79,249.7,90.0,21.22,185.9,99.0,8.37,12.7,4.0,3.43,b'1',0
21.0,149.0,b'415',3365.0,b'0',b'1',18.0,148.5,106.0,25.25,114.5,106.0,9.73,178.3,98.0,8.02,6.5,4.0,1.76,b'0',0
17.0,119.0,b'510',4455.0,b'0',b'0',0.0,222.8,122.0,37.88,163.2,107.0,13.87,160.6,112.0,7.23,11.2,6.0,3.02,b'1',0
47.0,48.0,b'510',29.0,b'0',b'0',0.0,149.2,146.0,25.36,161.9,109.0,13.76,197.9,109.0,8.91,8.3,2.0,2.24,b'3',0
44.0,139.0,b'510',3008.0,b'0',b'0',0.0,258.7,94.0,43.98,190.3,132.0,16.18,247.2,73.0,11.12,11.4,2.0,3.08,b'1',1
39.0,101.0,b'415',2948.0,b'0',b'0',0.0,176.5,105.0,30.01,198.6,136.0,16.88,210.2,150.0,9.46,7.7,5.0,2.08,b'0',0
31.0,74.0,b'415',3219.0,b'0',b'0',0.0,230.9,93.0,39.25,223.0,78.0,18.96,157.8,101.0,7.1,9.7,2.0,2.62,b'3',0
45.0,10.0,b'415',1311.0,b'0',b'0',0.0,222.2,127.0,37.77,153.1,125.0,13.01,227.4,80.0,10.23,12.9,4.0,3.48,b'1',0
26.0,33.0,b'510',261.0,b'0',b'1',35.0,161.9,85.0,27.52,151.2,82.0,12.85,191.0,131.0,8.59,8.5,2.0,2.3,b'1',0
44.0,96.0,b'415',4028.0,b'0',b'0',0.0,160.2,117.0,27.23,267.5,67.0,22.74,228.5,68.0,10.28,9.3,5.0,2.51,b'2',0
24.0,140.0,b'510',4869.0,b'0',b'0',0.0,201.9,114.0,34.32,181.7,97.0,15.44,184.5,122.0,8.3,12.1,10.0,3.27,b'0',0
13.0,97.0,b'408',39.0,b'0',b'0',0.0,239.8,125.0,40.77,214.8,111.0,18.26,143.3,81.0,6.45,8.7,5.0,2.35,b'2',0
35.0,4.0,b'415',1939.0,b'1',b'0',0.0,169.7,96.0,28.85,131.8,94.0,11.2,245.1,86.0,11.03,14.2,4.0,3.83,b'0',1
16.0,93.0,b'415',4794.0,b'0',b'0',0.0,266.0,120.0,45.22,130.1,84.0,11.06,165.8,63.0,7.46,13.1,6.0,3.54,b'3',0
50.0,81.0,b'415',2105.0,b'0',b'0',0.0,165.2,109.0,28.08,170.6,96.0,14.5,205.0,74.0,9.23,9.9,4.0,2.67,b'0',0
49.0,62.0,b'408',2868.0,b'0',b'0',0.0,128.7,111.0,21.88,169.5,104.0,14.41,193.6,97.0,8.71,10.3,5.0,2.78,b'1',0
42.0,121.0,b'415',2490.0,b'0',b'0',0.0,217.3,79.0,36.94,218.0,106.0,18.53,166.5,69.0,7.49,11.5,7.0,3.11,b'1',0
41.0,125.0,b'415',4057.0,b'0',b'0',0.0,163.8,73.0,27.85,255.6,85.0,21.73,192.9,95.0,8.68,15.7,4.0,4.24,b'0',0
36.0,159.0,b'510',289.0,b'0',b'0',0.0,198.8,107.0,33.8,195.5,91.0,16.62,213.3,120.0,9.6,16.5,7.0,4.46,b'5',0
5.0,118.0,b'408',28.0,b'0',b'0',0.0,188.8,60.0,32.1,217.4,64.0,18.48,220.1,100.0,9.9,8.2,7.0,2.21,b'4',0
45.0,210.0,b'408',1758.0,b'0',b'0',0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,b'2',0
39.0,111.0,b'415',1235.0,b'0',b'0',0.0,229.4,107.0,39.0,214.1,99.0,18.2,289.6,95.0,13.03,10.4,6.0,2.81,b'4',0
9.0,89.0,b'510',2537.0,b'0',b'0',0.0,215.9,106.0,36.7,211.1,89.0,17.94,252.9,106.0,11.38,8.8,4.0,2.38,b'0',0
40.0,1.0,b'408',449.0,b'0',b'0',0.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,b'0',0
24.0,89.0,b'415',2408.0,b'0',b'0',0.0,178.7,81.0,30.38,233.7,74.0,19.86,131.9,120.0,5.94,9.1,4.0,2.46,b'1',0
39.0,128.0,b'510',2434.0,b'0',b'0',0.0,212.4,118.0,36.11,148.6,108.0,12.63,214.8,98.0,9.67,9.8,5.0,2.65,b'1',0
37.0,37.0,b'408',2195.0,b'0',b'0',0.0,257.3,117.0,43.74,134.5,92.0,11.43,306.2,102.0,13.78,8.2,5.0,2.21,b'3',0
3.0,165.0,b'408',3565.0,b'0',b'1',23.0,184.7,63.0,31.4,168.0,62.0,14.28,176.1,125.0,7.92,8.7,5.0,2.35,b'1',0
50.0,62.0,b'415',4374.0,b'0',b'0',0.0,238.9,102.0,40.61,161.4,115.0,13.72,248.5,103.0,11.18,13.4,4.0,3.62,b'0',0
